TriadID	Chr	Pos	RecombinationRate
T003201	2D	120542561	0
T003202	2A	124391294	0.01
T003202	2B	173485692	0
T003202	2D	120565719	0
T003203	2A	124658979	0.01
T003203	2B	173756156	0
T003203	2D	120632457	0
T003204	2A	125129420	0.01
T003204	2B	174344160	0
T003204	2D	120972301	0
T003205	2A	125199391	0.01
T003205	2B	174385721	0
T003205	2D	120994540	0
T003206	2A	125207151	0.01
T003206	2B	174397532	0
T003206	2D	121001896	0
T003208	2A	125458446	0.01
T003208	2B	174663416	0
T003208	2D	121355272	0
T003210	2A	125901742	0.01
T003210	2B	174829747	0
T003210	2D	121704545	0
T003211	2A	126472567	0.01
T003211	2B	175060565	0
T003211	2D	122032851	0
T003212	2A	126479070	0.01
T003212	2B	175069535	0
T003212	2D	122051028	0
T003213	2A	126642362	0.01
T003213	2B	175410816	0
T003213	2D	122394166	0
T003214	2A	126648462	0.01
T003214	2B	175416839	0
T003214	2D	122399131	0
T003216	2A	127155915	0.01
T003216	2B	175539032	0
T003216	2D	122704497	0
T003217	2A	127195359	0.01
T003217	2B	175627420	0
T003217	7D	630720863	0.05
T003218	2A	127992073	0.01
T003218	2B	175898089	0
T003218	2D	123097115	0
T003219	2A	128254083	0.01
T003219	2B	176170254	0
T003219	2D	123215645	0
T003220	2A	128513668	0.01
T003220	2B	176297302	0
T003220	2D	123511412	0
T003221	2A	129098501	0.01
T003221	2B	176407735	0
T003221	2D	123804269	0
T003222	2A	129105007	0.01
T003222	2B	176414185	0
T003222	2D	123810824	0
T003223	2A	129870688	0.01
T003223	2B	176706205	0
T003223	2D	124062010	0
T003224	2A	130714441	0.01
T003224	2B	177545440	0
T003224	2D	124797881	0
T003225	2A	130718459	0.01
T003225	2B	177584202	0
T003225	2D	124803226	0
T003226	2A	130724348	0.01
T003226	2B	177598881	0
T003226	2D	124809637	0
T003228	2A	131324079	0
T003228	2B	178167561	0
T003228	2D	125271506	0
T003229	2A	131683169	0
T003229	2B	178338703	0
T003229	2D	125324769	0
T003230	2A	131704246	0
T003230	2B	178705727	0
T003230	2D	125334227	0
T003231	2A	131850320	0
T003231	2B	178775435	0
T003231	2D	125451229	0
T003232	2A	132253266	0
T003232	2B	179135883	0
T003232	2D	125730708	0
T003233	2A	132868062	0
T003233	2B	180050458	0.06
T003233	2D	126137347	0
T003234	2A	133344933	0
T003234	2B	180422227	0.06
T003234	2D	126737980	0
T003235	2A	133469414	0
T003235	2B	180436918	0.06
T003235	2D	126899595	0
T003236	2A	133474908	0
T003236	2B	180541647	0.06
T003236	2D	126946972	0
T003238	2A	133671620	0
T003238	2B	180559459	0.06
T003238	2D	126968921	0
T003239	2A	133676411	0
T003239	2B	180570362	0.06
T003239	2D	126973008	0
T003240	2A	133686308	0
T003240	2B	180606455	0.06
T003240	2D	126983734	0
T003241	2A	133961319	0
T003241	2B	180821993	0.06
T003241	2D	127087082	0
T003242	2A	134274444	0.04
T003242	2B	181119746	0.06
T003242	2D	127259612	0
T003243	2A	134866623	0.04
T003243	2B	135358853	0
T003243	2D	83530537	0.1
T003244	2A	134882090	0.04
T003244	2B	181614850	0.06
T003244	2D	127943823	0
T003245	2A	135194458	0.04
T003245	2B	182014174	0.06
T003245	2D	128397273	0
T003246	2A	135204647	0.04
T003246	2B	182004161	0.06
T003246	2D	128407257	0
T003247	2A	135885650	0.04
T003247	2B	182570111	0.06
T003247	2D	128964780	0
T003248	2A	136052017	0.04
T003248	2B	182706723	0.06
T003248	2D	129160777	0
T003249	2A	136087081	0.04
T003249	2B	182862035	0.06
T003249	2D	129268482	0
T003250	2A	136166107	0.04
T003250	2B	183316814	0.06
T003250	2D	129962051	0
T003251	2A	136340102	0.04
T003251	2B	183658302	0.06
T003251	2D	130429921	0
T003252	2A	136930064	0.04
T003252	2B	184368257	0.06
T003252	2D	130822294	0
T003253	2A	137126526	0.04
T003253	2B	184491988	0.06
T003253	2D	130985103	0
T003254	2A	137129536	0.04
T003254	2B	184494992	0.06
T003254	2D	131042707	0.12
T003255	2A	137240461	0.04
T003255	2B	184655190	0.06
T003255	2D	131148107	0.12
T003256	2A	137256542	0.04
T003256	2B	184661443	0.06
T003256	2D	131162206	0.12
T003257	2A	137259997	0.04
T003257	2B	184662697	0.06
T003257	2D	131163573	0.12
T003258	2A	137564904	0.04
T003258	7B	513957300	0
T003258	7D	486168160	0
T003259	2A	137933031	0.04
T003259	2B	184774000	0.06
T003259	2D	131278369	0.12
T003261	2A	137951793	0.04
T003261	2B	184910273	0.06
T003261	2D	131317181	0.12
T003263	2A	138163787	0.04
T003263	2B	185798104	0.06
T003263	2D	131454314	0.12
T003264	2A	138168286	0.04
T003264	2B	185802509	0.06
T003264	2D	131458062	0.12
T003265	2A	138190316	0.04
T003265	2B	185813940	0.06
T003265	2D	131472533	0.12
T003266	2A	138527571	0.04
T003266	2B	185761818	0.06
T003266	2D	131642845	0.12
T003267	2A	138826754	0.04
T003267	2B	186312465	0.06
T003267	2D	131777097	0.12
T003269	2A	140365240	0.04
T003269	2B	188469916	0.01
T003269	2D	132703900	0.27
T003270	2A	141160904	0.04
T003270	2B	189598764	0.01
T003270	2D	133236852	0.27
T003271	2A	141268949	0.04
T003271	2B	189624584	0.01
T003271	2D	133261795	0.27
T003272	2A	141282591	0.04
T003272	2B	189744931	0.01
T003272	2D	133271862	0.27
T003273	2A	141508222	0.04
T003273	2B	190024633	0
T003273	2D	133771229	0.27
T003274	2A	141883707	0.04
T003274	2B	190197020	0
T003274	2D	134294357	0.27
T003275	2A	141895287	0.04
T003275	2B	190236259	0
T003275	2D	134300664	0.27
T003276	2A	142181077	0.04
T003276	2B	190659648	0
T003276	2D	134400114	0.27
T003277	2A	142312618	0.04
T003277	2B	190970383	0
T003277	2D	134469306	0.27
T003278	2A	142686582	0.04
T003278	2B	191540504	0
T003278	2D	134642078	0.27
T003279	2A	142708826	0.04
T003279	2B	191743136	0
T003279	2D	134791786	0.27
T003280	2A	142715568	0.04
T003280	2B	191750158	0
T003280	2D	134798280	0.27
T003281	2A	143028276	0.04
T003281	2B	191879277	0
T003281	2D	134931128	0.27
T003282	2A	143216419	0.04
T003282	2B	192367302	0
T003282	2D	135309136	0.27
T003283	2A	143242322	0.04
T003283	2B	192437791	0
T003283	2D	135381443	0.27
T003284	2A	143276390	0.04
T003284	2B	193209587	0.11
T003284	2D	135484356	0.27
T003285	2A	143726041	0.04
T003285	2B	193391272	0.11
T003285	2D	135601844	0.27
T003287	2A	144262627	0
T003287	2B	194379701	0.09
T003287	2D	136166739	0.29
T003288	2A	144609384	0
T003288	2B	212943944	0
T003288	2D	155556106	0.15
T003289	2A	144615370	0
T003289	2B	212937228	0
T003289	2D	155552091	0.15
T003290	2A	144654515	0
T003290	2B	212933972	0
T003290	2D	155511677	0.15
T003291	2A	144658229	0
T003291	2B	212931126	0
T003291	2D	155506625	0.15
T003292	2A	144845278	0
T003292	2B	212777535	0
T003292	2D	155482091	0.15
T003293	2A	144852141	0
T003293	2B	212772060	0
T003293	2D	155476615	0.15
T003294	2A	144858415	0
T003294	2B	212580130	0
T003294	2D	155452809	0.15
T003295	2A	144947773	0
T003295	2B	212310618	0
T003295	2D	155414050	0.15
T003296	2A	144956541	0
T003296	2B	212298690	0
T003296	2D	155164256	0.15
T003297	2A	145198810	0
T003297	2B	212179679	0
T003297	2D	155120077	0.15
T003298	2A	145446584	0
T003298	2B	211997756	0
T003298	2D	154837973	0.19
T003299	2A	146082922	0
T003299	2B	211870540	0
T003299	2D	154627941	0.19
T003301	2A	146787548	0
T003301	2B	211625473	0
T003301	2D	154182918	0.19
T003302	2A	146824816	0
T003302	2B	211614597	0
T003302	2D	154171441	0.19
T003303	2A	146959112	0
T003303	2B	211530537	0
T003303	2D	154103217	0.19
T003305	2A	147476152	0
T003305	2B	211212709	0
T003305	2D	153796546	0.19
T003306	2A	147549557	0
T003306	2B	211154274	0
T003306	2D	153273062	0.19
T003307	2A	148024327	0
T003307	2B	211009643	0
T003307	2D	153047671	0.19
T003308	2A	148596557	0
T003308	2B	210841631	0
T003308	2D	152870160	0
T003309	2A	148605623	0
T003309	2B	210829843	0
T003309	2D	152859233	0
T003310	2A	148654977	0
T003310	2B	210702644	0
T003310	2D	152821255	0
T003311	2A	148851675	0
T003311	2B	210668706	0
T003311	2D	152663964	0
T003312	2A	148855958	0
T003312	2B	210664656	0
T003312	2D	152659667	0
T003313	2A	148870388	0
T003313	2B	210652529	0
T003313	2D	152628018	0
T003314	2A	149066565	0
T003314	2B	210465264	0
T003314	2D	152106150	0
T003315	2A	149209097	0
T003315	2B	210457684	0
T003315	2D	152098068	0
T003316	2A	149211493	0
T003316	2B	210455226	0
T003316	2D	152095699	0
T003317	2A	149230219	0
T003317	2B	210262355	0
T003317	2D	152023316	0
T003318	2A	150124070	0
T003318	2B	209437417	0
T003318	2D	151326477	0
T003319	2A	150488383	0
T003319	2B	209826778	0
T003319	2D	150920226	0
T003320	2A	150916324	0
T003320	2B	209251651	0
T003320	2D	150627444	0
T003321	2A	151253440	0
T003321	2B	209098409	0
T003321	2D	150392972	0
T003322	2A	151262108	0
T003322	2B	209090078	0
T003322	2D	150384842	0
T003324	2A	153452848	0
T003324	2B	208211303	0
T003324	2D	148855902	0.01
T003325	2A	154414846	0
T003325	2B	207599270	0
T003325	2D	147967402	0
T003326	2A	154421859	0
T003326	2B	207482873	0
T003326	2D	147954384	0
T003327	2A	154848767	0
T003327	2B	207472009	0
T003327	2D	147938807	0
T003328	2A	155073978	0.01
T003328	2B	207101297	0
T003328	2D	147426922	0
T003329	2A	155160104	0.01
T003329	2B	207061271	0
T003329	2D	147352905	0
T003330	2A	155592178	0.01
T003330	2B	206753494	0
T003330	2D	147231751	0
T003331	2A	155944591	0.01
T003331	2B	206372423	0
T003331	2D	146304651	0
T003332	2A	156365475	0.02
T003332	2B	206120705	0
T003332	2D	145895010	0
T003333	2A	156371433	0.02
T003333	2B	206113490	0
T003333	2D	145889204	0
T003334	2A	156526935	0.02
T003334	2B	205479744	0
T003334	2D	145673439	0
T003335	2A	156620327	0.02
T003335	2B	205644786	0
T003335	2D	145398538	0
T003336	2A	156667879	0.02
T003336	2B	202920401	0
T003336	2D	145362995	0
T003337	2A	156767116	0.02
T003337	2B	202741198	0
T003337	2D	144994272	0
T003338	2A	157114313	0.02
T003338	2B	202597390	0
T003338	2D	144567013	0
T003339	2A	157470419	0.02
T003339	2B	202483945	0
T003339	2D	144443598	0
T003340	2A	157535983	0.02
T003340	2B	202155893	0
T003340	2D	143893802	0
T003341	2A	157546853	0.02
T003341	2B	201769931	0.07
T003341	2D	143758397	0
T003342	2A	157929131	0.02
T003342	2B	201468067	0.07
T003342	2D	143488192	0
T003343	2A	158044337	0.03
T003343	2B	201372529	0.07
T003343	2D	143307144	0
T003344	2A	158176821	0.03
T003344	2B	200690433	0.07
T003344	2D	143117558	0
T003345	2A	158453007	0.03
T003345	2B	200573227	0.07
T003345	2D	142667685	0
T003346	2A	158457141	0.03
T003346	2B	200569192	0.07
T003346	2D	142663742	0
T003347	2A	158591240	0.03
T003347	2B	200384316	0.07
T003347	2D	142433786	0
T003348	2A	159067590	0.03
T003348	2B	200081905	0.07
T003348	2D	142064148	0
T003349	2A	159092437	0.03
T003349	2B	200017063	0.07
T003349	2D	142056881	0
T003350	2A	159201152	0.03
T003350	2B	198758071	0.08
T003350	2D	141996825	0.17
T003351	2A	159873767	0.03
T003351	2B	199015325	0.09
T003351	2D	141479512	0.17
T003352	2A	159878276	0.03
T003352	2B	199020775	0.09
T003352	2D	141475651	0.17
T003353	2A	159937635	0.03
T003353	2B	199123063	0.09
T003353	2D	141192086	0.17
T003354	2A	160687551	0.07
T003354	2B	199531509	0.09
T003354	2D	140550082	0.21
T003355	2A	160846471	0.07
T003355	2B	199763813	0.09
T003355	2D	140307390	0.21
T003356	2A	160931199	0.07
T003356	2B	198359729	0.08
T003356	2D	139908601	0.27
T003357	2A	161329441	0.07
T003357	2B	198637087	0.08
T003357	2D	139528683	0.27
T003358	2A	161852094	0.07
T003358	2B	197724205	0.07
T003358	2D	139111050	0.27
T003359	2A	161856548	0.07
T003359	2B	197718690	0.07
T003359	2D	139059584	0.27
T003360	2A	161953045	0.07
T003360	2B	197684500	0.07
T003360	2D	139027174	0.27
T003361	2A	162069633	0.22
T003361	2B	197508319	0.07
T003361	2D	138908160	0.24
T003362	2A	162272050	0.22
T003362	2B	197235991	0.07
T003362	2D	138805614	0.24
T003363	2A	162292155	0.22
T003363	2B	197211680	0.07
T003363	2D	138755192	0.24
T003364	2A	162294375	0.22
T003364	2B	197209319	0.07
T003364	2D	138752876	0.24
T003365	2A	162416329	0.22
T003365	2B	197150015	0.07
T003365	2D	138696999	0.24
T003366	2A	163098234	0.21
T003366	2B	196541105	0.07
T003366	2D	138516201	0.24
T003367	2A	163670215	0.21
T003367	2B	196193382	0.07
T003367	2D	138248015	0.24
T003368	2A	163855071	0.21
T003368	2B	196011770	0.07
T003368	2D	138163326	0.24
T003369	2A	164267764	0.19
T003369	2B	195692621	0.08
T003369	2D	137591422	0.29
T003370	2A	164704594	0.19
T003370	2B	195530233	0.08
T003370	2D	136832563	0.29
T003371	2A	165340040	0.26
T003371	2B	194823390	0.09
T003371	2D	136437907	0.29
T003372	2A	165399562	0.26
T003372	2B	194640789	0.09
T003372	2D	136425630	0.29
T003374	2A	165923138	0.26
T003374	2B	213805340	0
T003374	2D	155832131	0.15
T003375	2A	166063355	0.26
T003375	2B	213998853	0
T003375	2D	155973554	0.15
T003376	2A	166085133	0.26
T003376	2B	214005161	0
T003376	2D	155979324	0.15
T003377	2A	166258240	0.26
T003377	2B	214285649	0
T003377	2D	156596358	0.12
T003378	2A	166260659	0.26
T003378	2B	214287816	0
T003378	2D	156599532	0.12
T003380	2A	166632733	0.26
T003380	2B	214317611	0
T003380	2D	156711930	0.12
T003381	2A	166756156	0.26
T003381	2B	214377204	0
T003381	2D	156826186	0.12
T003382	2A	166827507	0.26
T003382	2B	214532296	0
T003382	2D	157016714	0.12
T003384	2A	166841810	0.26
T003384	2B	214563182	0
T003384	2D	157122929	0.12
T003385	2A	166847804	0.26
T003385	2B	214586852	0
T003385	2D	157131483	0.12
T003386	2A	166856751	0.26
T003386	2B	214593451	0
T003386	2D	157137991	0.12
T003387	2A	167334714	0.17
T003387	2B	214825538	0
T003387	2D	157383150	0.12
T003388	2A	167951246	0.17
T003388	2B	215202494	0
T003388	2D	157889277	0.12
T003389	2A	168982832	0.18
T003389	2B	215596017	0
T003389	2D	158279561	0
T003390	2A	169341723	0.16
T003390	2B	215838522	0
T003390	2D	158677917	0
T003392	2A	170465048	0.15
T003392	2B	216458534	0
T003392	2D	159328839	0
T003393	2A	170604183	0.15
T003393	2B	216709792	0
T003393	2D	159575207	0
T003394	2A	170932492	0.15
T003394	2B	216854923	0
T003394	2D	159688596	0
T003397	2A	171084576	0
T003397	2B	216947211	0
T003397	2D	159856707	0
T003398	2A	171609585	0
T003398	2B	216965240	0
T003398	2D	160211332	0
T003399	2A	171949045	0
T003399	2B	217397489	0
T003399	2D	160598789	0
T003401	2A	171957651	0
T003401	2B	217412616	0
T003401	2D	160607919	0
T003402	2A	171967144	0
T003402	2B	217433909	0
T003402	2D	160613966	0
T003403	2A	172216401	0
T003403	2B	217791806	0
T003403	2D	161375399	0
T003404	2A	172527502	0
T003404	2B	217909910	0
T003404	2D	161645304	0
T003405	2A	172538124	0
T003405	2B	221088182	0
T003405	2D	161900952	0
T003406	2A	172543433	0
T003406	2B	221094031	0
T003406	2D	161906607	0
T003407	2A	173129600	0
T003407	2B	221488007	0
T003407	2D	162158683	0.01
T003409	2A	173503378	0
T003409	2B	221922153	0
T003409	2D	162502434	0.01
T003411	2A	173517338	0
T003411	2B	222000771	0
T003411	2D	162890436	0.01
T003412	2A	173798903	0
T003412	2B	222124001	0
T003412	2D	174247275	0
T003414	2A	174426832	0
T003414	2B	222225359	0
T003414	2D	174438984	0
T003415	2A	174795246	0
T003415	2B	222591370	0
T003415	2D	174589136	0
T003416	2A	175437898	0
T003416	2B	223091809	0
T003416	2D	175300938	0
T003417	2A	175468654	0
T003417	2B	223155038	0
T003417	2D	175332192	0
T003418	2A	176078511	0
T003418	2B	223731679	0
T003418	2D	175593748	0
T003421	2A	176674667	0
T003421	2B	224652527	0
T003421	2D	163016927	0.02
T003422	2A	176867167	0
T003422	2B	225247774	0
T003422	2D	173007692	0
T003423	2A	176890053	0
T003423	2B	225259721	0
T003423	2D	172995167	0
T003424	2A	177007013	0
T003424	2B	225360478	0
T003424	2D	172823826	0
T003426	2A	177663639	0
T003426	2B	225578909	0
T003426	2D	172401581	0
T003427	2A	178171204	0
T003427	2B	225691858	0
T003427	2D	171444680	0
T003428	2A	178463979	0
T003428	2B	225818287	0
T003428	2D	170812054	0
T003429	2A	178573241	0
T003429	2B	225845536	0
T003429	2D	170779793	0
T003430	2A	179303459	0
T003430	2B	226706447	0
T003430	2D	170607038	0
T003431	2A	179348519	0
T003431	2B	226730573	0
T003431	2D	170480019	0
T003432	2A	179666700	0
T003432	2B	227078983	0
T003432	2D	170451326	0
T003433	2A	179673226	0
T003433	2B	227085100	0
T003433	2D	170445853	0
T003434	2A	180113899	0
T003434	2B	227688395	0
T003434	2D	169987783	0
T003435	2A	180349155	0
T003435	2B	227853423	0
T003435	2D	169964761	0
T003436	2A	180982359	0
T003436	2B	228985268	0
T003436	2D	169039099	0
T003437	2A	181798696	0
T003437	2B	229445612	0
T003437	2D	168642245	0
T003438	2A	181847443	0
T003438	2B	229620922	0
T003438	2D	168598530	0
T003439	2A	182008827	0
T003439	2B	229788573	0
T003439	2D	168426200	0
T003440	2A	182144668	0
T003440	2B	229857710	0
T003440	2D	168390524	0
T003441	2A	182283815	0
T003441	1B	668912231	2.81
T003441	1D	480517531	0
T003442	2A	182310276	0
T003442	2B	229993393	0
T003442	2D	168235538	0
T003443	2A	182570665	0
T003443	2B	230218032	0
T003443	2D	168131185	0
T003444	2A	182890514	0
T003444	2B	230283990	0
T003444	2D	167705362	0.03
T003445	2A	183207671	0
T003445	2B	230594289	0
T003445	2D	167428546	0.03
T003446	2A	183515046	0
T003446	2B	230970013	0
T003446	2D	166864803	0.03
T003447	2A	184500254	0
T003447	2B	231604366	0
T003447	2D	166203843	0.03
T003448	2A	184551917	0
T003448	2B	231657745	0
T003448	2D	166136966	0.03
T003449	2A	184560327	0
T003449	2B	231666409	0
T003449	2D	166107641	0.03
T003450	2A	185122561	0
T003450	2B	231969639	0
T003450	2D	165544418	0.02
T003451	2A	185126417	0
T003451	2B	231973595	0
T003451	2D	165540556	0.02
T003452	2A	185275698	0
T003452	2B	232269954	0
T003452	2D	165477301	0.02
T003453	2A	185727687	0
T003453	2B	232349299	0
T003453	2D	164994039	0.02
T003454	2A	185962429	0
T003454	2B	232413372	0
T003454	2D	164745809	0.02
T003455	2A	186403425	0
T003455	2B	232783792	0
T003455	2D	164529172	0.02
T003456	2A	186442553	0
T003456	2B	232795444	0
T003456	2D	164391126	0.02
T003457	2A	187480865	0
T003457	2B	233167060	0
T003457	2D	176102926	0
T003458	2A	187950796	0
T003458	2B	233266490	0
T003458	2D	176161481	0
T003459	2A	187953148	0
T003459	2B	233268456	0
T003459	2D	176163555	0
T003460	2A	187960424	0
T003460	2B	233272606	0
T003460	2D	176168258	0
T003461	2A	189027171	0
T003461	2B	233550244	0
T003461	2D	176520908	0
T003462	2A	189602126	0
T003462	2B	234086030	0
T003462	2D	177094464	0
T003463	2A	190317123	0
T003463	2B	234366942	0
T003463	2D	177459079	0
T003464	2A	192508209	0
T003464	2B	234636433	0
T003464	2D	177861053	0
T003465	2A	193706718	0
T003465	2B	236046855	0
T003465	2D	179133634	0
T003466	2A	193727590	0
T003466	2B	236094577	0
T003466	2D	179167620	0
T003467	2A	193734435	0
T003467	2B	236101468	0
T003467	2D	179286085	0
T003468	2A	194123289	0
T003468	2B	236457660	0
T003468	2D	179662568	0
T003470	2A	194173290	0
T003470	2B	236587995	0
T003470	2D	179843242	0
T003471	2A	194422866	0
T003471	2B	236776275	0
T003471	2D	180087101	0
T003472	2A	194472960	0
T003472	2B	236806766	0
T003472	2D	180139250	0
T003473	2A	194678334	0
T003473	2B	236883527	0
T003473	2D	180326609	0
T003474	2A	195311851	0
T003474	2B	237346134	0
T003474	2D	180879819	0
T003477	2A	196502252	0
T003477	2B	237741075	0
T003477	2D	181259705	0
T003478	2A	196516575	0
T003478	2B	237755487	0
T003478	2D	181302692	0
T003479	2A	196524602	0
T003479	2B	237970550	0
T003479	2D	181309447	0
T003480	2A	197089003	0
T003480	2B	237981545	0
T003480	2D	181323470	0
T003481	2A	197216935	0
T003481	2B	238255894	0
T003481	2D	181436435	0
T003482	2A	197226925	0
T003482	2B	238265290	0
T003482	2D	181486061	0
T003483	2A	197464941	0
T003483	2B	238607649	0
T003483	2D	182374536	0
T003484	2A	197666147	0
T003484	2B	238957999	0
T003484	2D	182733251	0
T003485	2A	197791812	0
T003485	2B	239196386	0
T003485	2D	183378077	0
T003487	2A	198744520	0
T003487	2B	239508174	0
T003487	2D	186314546	0
T003488	2A	199102677	0
T003488	2B	239852844	0
T003488	2D	186696369	0
T003489	2A	199274376	0
T003489	2B	239928640	0
T003489	2D	186775065	0
T003490	2A	199584488	0
T003490	2B	240314058	0
T003490	2D	186962212	0
T003491	2A	199798032	0
T003491	2B	243082651	0
T003491	2D	187128361	0
T003492	2A	200061614	0
T003492	2B	243366145	0
T003492	2D	187464481	0
T003493	2A	200181163	0
T003493	2B	243571189	0
T003493	2D	187530641	0
T003494	2A	200623250	0
T003494	2B	243786388	0
T003494	2D	187644027	0
T003496	2A	200919717	0
T003496	2B	243830337	0
T003496	2D	187969360	0
T003497	2A	201797753	0
T003497	2B	244171913	0
T003497	2D	188280856	0
T003498	2A	202038528	0
T003498	2B	244532995	0
T003498	2D	188429659	0
T003501	2A	202068589	0
T003501	2B	244588632	0
T003501	2D	188509703	0
T003502	2A	202839284	0
T003502	2B	244870718	0
T003502	2D	188552875	0
T003503	2A	202874986	0
T003503	2B	244877698	0
T003503	2D	188808923	0
T003504	2A	202878890	0
T003504	2B	244881813	0
T003504	2D	188812976	0
T003505	2A	202885478	0
T003505	2B	244918204	0
T003505	2D	188833826	0
T003506	2A	202889807	0
T003506	2B	244935923	0
T003506	2D	188837726	0
T003507	2A	203002658	0
T003507	2B	245006628	0
T003507	2D	188882405	0
T003508	2A	203006753	0
T003508	2B	245011576	0
T003508	2D	188887427	0
T003509	2A	203227909	0
T003509	2B	245298915	0
T003509	2D	189285976	0
T003510	2A	203256561	0
T003510	2B	245318862	0
T003510	2D	189296492	0
T003511	2A	203261961	0
T003511	2B	245655474	0
T003511	2D	189358412	0
T003512	2A	203320096	0
T003512	2B	245792222	0
T003512	2D	189387678	0
T003513	2A	203327309	0
T003513	2B	245821784	0
T003513	2D	189530834	0
T003514	2A	203460792	0
T003514	2B	246002357	0
T003514	2D	189674580	0
T003516	2A	203904449	0
T003516	2B	246262501	0
T003516	2D	190033830	0
T003517	2A	204193159	0
T003517	2B	246365156	0
T003517	2D	190113982	0
T003519	2A	204886687	0
T003519	2B	247390041	0
T003519	2D	190354541	0
T003520	2A	204930493	0
T003520	2B	247518479	0
T003520	2D	190370597	0
T003521	2A	205131337	0
T003521	2B	247614374	0
T003521	2D	190569433	0
T003522	2A	205204777	0
T003522	2B	247921662	0
T003522	2D	192750681	0
T003523	2A	205213318	0
T003523	2B	247930516	0
T003523	2D	192742484	0
T003524	2A	205218817	0
T003524	2B	247936623	0
T003524	2D	192736658	0
T003526	2A	205492814	0
T003526	2B	248101205	0
T003526	2D	192311469	0
T003527	2A	205911351	0
T003527	2B	248137564	0
T003527	2D	192186022	0
T003528	2A	205915119	0
T003528	2B	248139548	0
T003528	2D	192184205	0
T003529	2A	205920469	0
T003529	2B	248145306	0
T003529	2D	192179109	0
T003530	2A	206116969	0
T003530	2B	248156376	0
T003530	2D	192157024	0
T003531	2A	206405269	0
T003531	2B	248656529	0
T003531	2D	191238310	0
T003532	2A	206411248	0
T003532	2B	248659511	0
T003532	2D	191235565	0
T003534	2A	206855872	0
T003534	2B	249210380	0
T003534	2D	192996276	0
T003535	2A	207054575	0
T003535	2B	249263822	0
T003535	2D	193118905	0
T003536	2A	207477649	0
T003536	2B	249417797	0
T003536	2D	193289553	0
T003537	2A	207488124	0
T003537	2B	249458400	0
T003537	2D	193338828	0
T003539	2A	207592303	0
T003539	2B	249521276	0
T003539	2D	193397223	0
T003540	2A	207654184	0
T003540	2B	249669461	0
T003540	2D	194046498	0
T003541	2A	208110401	0
T003541	2B	250067082	0
T003541	2D	194188746	0
T003542	2A	209207434	0
T003542	2B	250523163	0
T003542	2D	194657850	0
T003543	2A	209385538	0
T003543	2B	250729562	0
T003543	2D	194752454	0
T003545	2A	209395912	0
T003545	2B	250744027	0
T003545	2D	194763616	0
T003546	2A	209583858	0
T003546	2B	250903419	0
T003546	2D	194807979	0
T003547	2A	210469848	0
T003547	2B	251372041	0
T003547	2D	195292181	0
T003548	2A	211917304	0
T003548	2B	253275548	0
T003548	2D	196360750	0
T003550	2A	212900541	0
T003550	2B	254131991	0
T003550	2D	196709510	0
T003551	2A	213097512	0
T003551	2B	254237984	0
T003551	2D	196790724	0
T003552	2A	213112249	0
T003552	2B	254286978	0
T003552	2D	196858326	0
T003553	2A	213413611	0
T003553	2B	254328700	0
T003553	2D	196891088	0
T003554	2A	214237738	0
T003554	2B	254622268	0
T003554	2D	197837963	0
T003555	2A	214288774	0
T003555	2B	254635616	0
T003555	2D	197871144	0
T003560	2A	216532867	0
T003560	2B	255576141	0
T003560	2D	198626086	0
T003561	2A	218124505	0
T003561	2B	375133991	0
T003561	2D	199125295	0
T003562	2A	218142978	0
T003562	2B	375174660	0
T003562	2D	199136140	0
T003563	2A	219144268	0
T003563	2B	375540103	0
T003563	2D	199351544	0
T003564	2A	219149602	0
T003564	2B	375545286	0
T003564	2D	199357009	0
T003566	2A	220362824	0
T003566	2B	376118209	0
T003566	2D	199846710	0
T003567	2A	221200579	0
T003567	2B	377099877	0
T003567	2D	200774924	0
T003568	2A	222192952	0
T003568	2B	377336064	0
T003568	2D	201093792	0
T003569	2A	222596975	0
T003569	2B	377529424	0
T003569	2D	201156837	0
T003570	2A	223719564	0
T003570	2B	377787332	0
T003570	2D	201443371	0
T003571	2A	224916276	0
T003571	2B	378437407	0
T003571	2D	201835008	0
T003572	2A	226555638	0
T003572	2B	378685160	0
T003572	2D	201946157	0
T003573	2A	227628935	0
T003573	2B	378987733	0
T003573	2D	202078076	0
T003574	2A	227832307	0
T003574	2B	379099673	0
T003574	2D	202085213	0
T003575	2A	228856138	0
T003575	2B	379787030	0
T003575	2D	202437775	0
T003576	2A	229672636	0
T003576	2B	256326933	0
T003576	2D	202565465	0
T003578	2A	231358725	0
T003578	2B	256957992	0
T003578	2D	203046213	0
T003579	2A	232370328	0
T003579	2B	257523718	0
T003579	2D	203450577	0
T003580	2A	233464652	0
T003580	2B	258038498	0
T003580	2D	204137006	0
T003581	2A	233473266	0
T003581	2B	258158523	0
T003581	2D	204143147	0
T003582	2A	235675615	0
T003582	2B	283016053	0
T003582	2D	234328000	0
T003583	2A	236836790	0
T003583	2B	280489612	0
T003583	2D	255619258	0
T003584	2A	238012642	0
T003584	2B	302062226	0
T003584	2D	270860263	0
T003585	2A	238725685	0
T003585	2B	294043382	0
T003585	2D	220357098	0
T003586	2A	239384176	0
T003586	2B	290521601	0
T003586	2D	220673010	0
T003587	2A	240471560	0
T003587	2B	291601840	0
T003587	2D	220968124	0
T003589	2A	244307430	0
T003589	2B	305321037	0
T003589	2D	261740344	0
T003590	2A	249753615	0
T003590	2B	278437646	0
